,id,source,job_title,job_description,created_at
2f8ef0e27e808707,2f8ef0e27e808707,indeed,Analyst Programmer,"<ul><li> Have Bachelor's Degree in IT-related disciplines or equivalent: Computer Science or Computer Engineering is highly preferrable.</li><li> Accept fresh graduate(Bachelor’s degree) with Java skills.</li><li> Have combination of experience including but not limited to the following items:<ul><li> Web-based and database application development</li><li> Solid skill in Java, web server programming, XML, HTML5, Javascript/Javascript framework</li></ul></li><li> Have IT experience in the following items is preferrable:<ul><li> Implementation of web-based and database application;</li><li> Using the Rapid Application Development/Agile Software Development methodology;</li><li> Implementation or maintenance of common services such as messaging notification online payment. client authentication using digital certificates etc provided by EGIS:</li><li> Implementation or maintenance of System that support payment using digital wallet</li><li> Implementation or maintenance of System adopted virtualization technologies and host on GovCloud or EGIS</li></ul></li><li> Shall communicate to all levels both in English and in Cantonese; and proficient in English and technical writing</li></ul></div>",2023-04-01 21:44:09.092
15be41f38f727d63,15be41f38f727d63,indeed,Contract Programmer (Bid Ref 43493-2),"<div> <br> Yrs of Total Post-Quali Exp 2.0 Requirements <br> Language required: Cantonese and English <br> Technical Skills:  <br> . At least 2 years' experience in Networking (NET);  <br> . At least 2 years' experience in PC LAN Support (PLS);  <br> . At least 1 year's experience in Windows Server 2008/2012 (W12).  <br>  <ul>  <li>Bachelor's degree/Higher Diploma in Computer Science, IT or equivalent; </li>  <li>At least 2 years' post-qualification experience in which at least 1 year's relevant experience in a similar post and in a comparable capacity.</li> </ul></div>",2023-04-04 11:14:03.404
jobsdb-hk-job-100003010211910,jobsdb-hk-job-100003010211910,jobsdb,Java Developer / Analyst Programmer,"<div class=""z1s6m00""><div><ul><li><span>Have Bachelor's Degree in IT-related disciplines or equivalent: </span><span>Computer Science or Computer Engineering is highly preferrable.</span></li><li><span>Accept fresh graduate</span><span>(Bachelor’s degree) with Java skills.</span></li><li><span>Have combination of experience including but not limited to the following items:</span><ul><li><span>Web-based and database application development</span></li><li><span>Solid skill in </span><span>Java</span><span>,</span><span> web server programming, XML, HTML5, Javascript/Javascript framework</span></li></ul></li><li><span>Have IT experience in the following items</span><span> is preferrable</span><span>:</span><ul><li><span style=""font-family:inherit;font-size:12pt"">Implementation of web-based and database application;</span></li><li><span style=""font-family:inherit;font-size:12pt"">Using the Rapid Application Development/Agile Software Development methodology;</span></li><li><span style=""font-family:inherit;font-size:12pt"">Implementation or maintenance of common services such as messaging notification online payment. client authentication using digital certificates etc provided by EGIS:</span></li><li><span style=""font-family:inherit;font-size:12pt"">Implementation or maintenance of System that support payment using digital wallet</span></li><li><span style=""font-family:inherit;font-size:12pt"">Implementation or maintenance of System adopted virtualization technologies and host on GovCloud or EGIS</span></li></ul></li><li><span>Shall communicate to all levels both in English and in Cantonese; and proficient in English and technical writing</span></li></ul></div>",2023-04-12 10:15:10.433
jobsdb-hk-job-100003010212376,jobsdb-hk-job-100003010212376,jobsdb,Technical Lead (Digital Payment – FPS),"<div class=""z1s6m00""><ul><li>Degree holder or above in Information Technology, Computer Science or related disciplines</li><li>7+ years of relevant experience in system design, development and management</li><li>Hand-on experience in Linux , Java, JMS/MQ, Webservice, Oracle, DB2 and IBM Websphere products</li><li>Familiar with FPS business knowledge and/or Merchant payment products.</li><li>Strong interpersonal, communication, presentation and problem solving skills</li><li>Self-motivated, willing to work in competent, challenging and team-work environment.</li><li>Good command in both written and spoken Chinese and English, knowledge of the Mandarin is a plus.</li><li>Less experience will consider as Application Development Manager.</li></ul></div>",2023-04-12 10:15:10.580
23758a68b4d57b48,23758a68b4d57b48,indeed,Senior Software Engineer (Financial Services),"<br> University degree or above in Computer Science, Information Technology or related disciplines <br><br> Minimum 5 years of relevant experience, gain from financial services industry is a plus <br><br> Hands on experience in Node.js/ React/ React Native/ Java/ .Net framework/ MSSQL or MySQL database would be an advantage <br><br> Relevant experience in Financial Trading / Data Warehouse / Accounting / Reporting / Payment Gateway / KYC / AML system or business flow is an added advantage <br><br> Experience in API gateway, RESTful API, AWS, Salesforce, Web and Mobile application development experience is a plus <br><br> Self-motivated, independent, diligent and able to work under pressure <br>",2023-04-15 12:01:28.946
4c32d658df007a81,4c32d658df007a81,indeed,Analyst Programmer / Java Developer,"<br> Have Bachelor's degree in IT-related disciplines or equivalent: Computer Science or Computer Engineering is highly preferrable. <br><br> Accept fresh graduate(Bachelor’s degree) with Java skills. <br><br> Have combination of experience including but not limited to the following items: <br><br> Web-based and database application development <br><br> Solid skill in Java, web server programming, XML, HTML5, Javascript/Javascript framework <br><br> <b>Have IT experience in the following items is preferrable:</b><br> Implementation of web-based and database application; <br><br> Using the Rapid Application Development/Agile Software Development methodology; <br><br> Implementation or maintenance of common services such as messaging notification online payment. client authentication using digital certificates etc provided by EGIS: <br><br> Implementation or maintenance of System that support payment using digital wallet <br><br> Implementation or maintenance of System adopted virtualization technologies and host on GovCloud or EGIS <br><br> Shall communicate to all levels both in English and in Cantonese; and proficient in English and technical writing ",2023-04-15 12:01:53.077
5725b16440ded1a6,5725b16440ded1a6,indeed,Analyst Programmer," <li> Have Bachelor's Degree in IT-related disciplines or equivalent:u00A0Computer Science or Computer Engineering is highly preferrable.</li>  <li> Accept fresh graduate(Bacheloru2019s degree) with Java skills.</li>  <li> Have combination of experience including but not limited to the following items:   <ul>    <li> Web-based and database application development</li>    <li> Solid skill inu00A0Java,u00A0web server programming, XML, HTML5, Javascript/Javascript framework</li>   </ul></li>  <li> Have IT experience in the following itemsu00A0is preferrable:   <ul>    <li> Implementation of web-based and database application</li>    <li> Using the Rapid Application Development/Agile Software Development methodology</li>    <li> Implementation or maintenance of common services such as messaging notification online payment. client authentication using digital certificates etc provided by EGIS:</li>    <li> Implementation or maintenance of System that support payment using digital wallet</li>    <li> Implementation or maintenance of System adopted virtualization technologies and host on GovCloud or EGIS</li>   </ul></li>  <li> Shall communicate to all levels both in English and in Cantonese and proficient in English and technical writing</li> </ul></div>",2023-04-15 12:03:28.368
jobsdb-hk-job-100003010233525,jobsdb-hk-job-100003010233525,jobsdb,Java System Analyst (Kowloon Bay),"<div class=""z1s6m00""><p>(i) shall have a Hong Kong Degree in IT-related disciplines, or equivalent;</p><p>(ii) shall have at least six years of IT experience including at least four years combination of experience including but not limited to the following items:</p><div>(a) System analysis and design; and</div><div>(b) Web-based and database application development.</div><div>(c) Hands-on Java SA</div><div>(d) Technical Skills: SpringBoot, Bootstrap, Jquery, SQL, Jasper, Flutter, etc</div><p>(iii) Preferrable Requirements:</p><div>(a) Implementation or maintenance of web-based and database application;</div><div>(b) Using the Rapid Application Development/Agile Software Development methodology;</div><div>(c) Implementation or maintenance of common services such as messaging, notification, online payment, client authentication using digital certificates etc. provided by Government Infrastructure Service (EGIS);</div><div>(d) Design and conduct data analysis to process data migration/conversion; and</div><div>(e) Deployment of Enterprise Application Platform under virtualisation platforms such as Hyper-V.</div><p> (iv) shall communicate to all levels both in English and in Cantonese; and proficient in English and technical writing.<br><br></p></div>",2023-04-20 10:15:08.920
4d603200ec128e34,4d603200ec128e34,indeed,Senior Software Engineer / System Analyst – JAVA,"<ul>    <div>    Degree holder in IT, Computer Science, or related disciplines   </div>    <div>    Minimum 5 years’ experience in web application design and development   </div>    <div>    Solid understanding and hands-on experience in JAVA / Spring Boot   </div>    <div>    Passionate about cutting-edge technologies   </div>    <div>    Proven knowledge of RMDB Database such as Oracle and MySQL   </div>    <div>    Knowledge and experience in online payment, fintech application or e-commerce system is a plus   </div>    <div>    Good communication skills and good command of both written and spoken English   </div>   </ul> </div></div>",2023-04-22 12:01:38.602
611e8bc59573114a,611e8bc59573114a,indeed,Digital Marketing Developer - NGO,"<div> <h3 class=""jobSectionHeader""><b>The Successful Applicant</b></h3> <p> Successful candidate has sufficient knowledge and experience in HTML, CSS and Javascript, and experience in Salesforce, eDM tools and Workpress etc. Suitable candidate has strong communication and language skills</p> </div>",2023-04-22 12:02:35.218
9ed3fe102170049b,9ed3fe102170049b,indeed,"Analyst Programmer/ Programmer, Digital","<div> <li> Higher Diploma or above in Computer Science, Computing, Information Technology or related disciplines</li>  <li> Familiar with Web development or Mobile development</li>  <li> Familiar with programming tools and databases</li>  <li> Capable to perform development by using Java / .Net / react.js / node.js</li>  <li> Good technical and analytical skills, self-motivated and able to work under pressure.</li>  <li> Good command of written and spoken English and Chinese</li> </ul></div>",2023-04-22 12:03:23.656
607cd5311d5e3ad0,607cd5311d5e3ad0,indeed,"Assistant Operation Officer / Officer, Mobile Payment and Card Operations","<br> Diploma or Associate Degree in Accounting, Business Administration or related disciplines. <br>1-2 years experience in the banking field, with exposure to payment operations such as FPS, remittance, autopay, and funds transfer. Card dispute or card or settlement processing experience will be an advantage . <br>Good knowledge of HKMA regulatory requirements. <br>Organized, responsible and keen on an improvement opportunity. <br>Good communication and problem-solving skills. <br>Good verbal and written English and Chinese. <br>Hands-on skills in MS Office applications. *Fresh graduates are also welcome to for applying for this position* ",2023-04-22 12:03:39.150
c6b0d96ad27c77bf,c6b0d96ad27c77bf,indeed,Senior Software Engineer / Specialist (FinTech) / Frontend Developer / Data Engineer,"<br> Degree in Computing Science or a mathematical/scientific subject <br>Good communication skills in oral English both within IT and with business users <br>Essential Java8+ knowledge with exposure to <br>Dependency Injection / IoC frameworks, such as Spring <br>C, JPA and Hibernate. Knowledge of other O/R mapping frameworks a plus <br>Object Serialization, such as Thrift/Protobuf <br>Agile development methodology, including TDD/BDD and CI/CD <br>Relational database, such as Oracle/MySQL/PostgreSQL <br>Good UNIX / Linux experience <br>Clouding based knowledge, such as Docker, Amazon AWS, Terraform <br><br> <b>Ideal Additional Skills &amp; Experience:</b><br> Experience of one or more of the followings <br><ul>  <li>PHP7.2+ knowledge with understanding of PHP-FPM</li>  <li>NodeJS, TypeScript, ReactJS or VueJS</li>  <li>Golang</li> </ul> Secure programming knowledge - common threats and how to avoid writing exploitable code <br>Remittance/Payment/Forex business knowledge ",2023-04-29 12:02:07.787
jobsdb-hk-job-100003010264202,jobsdb-hk-job-100003010264202,jobsdb,Senior Solutions Consultant - Java based Bank IT Product,"<br>• Bachelor’s degree in Computer Science, Telecommunications, Engineering or equivalent.<br>• Minimum of 7 years professional experience in design, development and implementation of Java application with proven practical experience.<br>• 5+ years relevant experience building large-scale infrastructure applications or similar experience.<br>• Expertise experience in the Card Payment/Digital Payment/Banking industry.<br>• Expert in object-oriented design, data structures and algorithms.<br>• Expertise experience in Java technologies, frameworks, API, SOAP/RESTful web services, Junit.<br>• Expertise experience with front-end development (Angular, React, TypeScript, HTML5, CSS3 or similar JavaScript framework).<br>• Database experience with SQL, PostgreSQL, Oracle, or similar database technologies.<br>• Experience designing, analyzing and improving efficiency, scalability, and stability of various system resources.<br>• Experience owning a particular component, feature or system.<br>• Experience building and shipping high quality work and achieving high reliability.<br>• Experience improving stability through thoughtful code reviews, appropriate testing, proper rollout, monitoring, and proactive changes.<br>• Experience in utilizing data and analysis to explain technical problems and providing detailed feedback and solutions.<br>• Experience with Linux environment including Shell scripting and software packaging.<br>• Experience with continuous integration, release management and monitoring.<br>• Good understanding in building reliable and scalable backend applications leveraging microservices architecture, messaging, streaming, batch processing and variety of technologies. • Have exposure in Cloud Services Platform, Docker containers, Kubernetes, OpenShift, etc.<br>• Ability to work independently and lead a project.<br>• Experience working with clients and business partners.<br>• Customer-facing experience translating technical concepts and solutions to non-technical audiences.<br>• Proficiency with engineering tools including IDEs, debugger, profilers, version control systems such as GitLab, Git, Maven, Jenkins, JIRA, Confluence Wiki, Artifactory, and etc.<br>• Excellent knowledge of agile software development methodologies and industry best practices. • Genuine interest in technology, software development as well as high levels of self-motivation. • Able to work in a fast-paced, team-oriented environment with minimum supervision.<br>• Ability to work under pressure.<br>• Strong analytical and problem-solving skills.<br>• Strong interpersonal, organizational, and communications skills.<br>• Strong English communication skill (written and oral).<br>• Willing to travel when needed</div>",2023-05-02 10:15:10.046
jobsdb-hk-job-100003010268311,jobsdb-hk-job-100003010268311,jobsdb,Analyst Programmer / Senior Programmer,"</strong><ul><li><span style=""font-family:arial,helvetica,sans-serif;font-size:10pt"">Higher Diploma or above in Computer Science, IT or equivalent</span></li><li><span style=""font-family:arial,helvetica,sans-serif;font-size:10pt"">At least 3-4 years of experience in Java programming</span></li><li><span style=""font-family:arial,helvetica,sans-serif;font-size:10pt"">Knowledge in Java Servlet / ReactJS / other web or blockchain application related technologies</span></li><li><span style=""font-family:arial,helvetica,sans-serif;font-size:10pt"">Passionate about cutting-edge technologies in fintech, digital commerce, payment, </span><span style=""font-family:arial,helvetica,sans-serif;font-size:10pt"">metaverse areas</span></li><li><span style=""font-family:arial,helvetica,sans-serif;font-size:10pt"">Knowledge and experience in online payment, fintech application or ecommerce system is a plus</span></li><li><span style=""font-family:arial,helvetica,sans-serif;font-size:10pt"">Good communication skills and good command of both written and spoken English</span></li><li><span style=""font-family:arial,helvetica,sans-serif;font-size:10pt"">Less experienced will be considered as Senior Programmer</span></li></ul></div><p style=""text-align:justify""><span style=""font-family:arial,helvetica,sans-serif;font-size:10pt"">",2023-05-03 10:15:09.456
jobsdb-hk-job-110000000369299,jobsdb-hk-job-110000000369299,jobsdb,Technical Lead / Application Development Manager (Digital Payment - FPS),"<ul><li>Degree holder or above in Information Technology, Computer Science or related disciplines</li><li>7+ years of relevant experience in system design, development and management</li><li>Hand-on experience in Linux , Java, JMS/MQ, Webservice, Oracle, DB2 and IBM Websphere products</li><li>Familiar with FPS business knowledge and/or Merchant payment products.</li><li>Strong&nbsp;interpersonal, communication, presentation and problem solving skills</li><li>Self-motivated, willing to work in competent, challenging and team-work environment.</li><li>Good command in both written and spoken Chinese and English, knowledge of the Mandarin is a plus.</li><li>Less experience will consider as Application Development Manager.</li></ul>",2023-05-03 10:15:09.944
jobsdb-hk-job-100003010276413,jobsdb-hk-job-100003010276413,jobsdb,Java System Analyst (Kowloon Bay),"<div class=""z1s6m00""><p>(i) shall have a Hong Kong Degree in IT-related disciplines, or equivalent;</p><p>(ii) shall have at least six years of IT experience including at least four years combination of experience including but not limited to the following items:</p><div>(a) System analysis and design; and</div><div>(b) Web-based and database application development.</div><div>(c) Hands-on Java SA</div><div>(d) Technical Skills: SpringBoot, Bootstrap, Jquery, SQL, Jasper, Flutter, etc</div><p>(iii) Preferrable Requirements:</p><div>(a) Implementation or maintenance of web-based and database application;</div><div>(b) Using the Rapid Application Development/Agile Software Development methodology;</div><div>(c) Implementation or maintenance of common services such as messaging, notification, online payment, client authentication using digital certificates etc.provided by Government Infrastructure Service (EGIS);</div><div>(d) Design and conduct data analysis to process data migration/conversion; and</div><div>(e) Deployment of Enterprise Application Platform under virtualisation platforms such as Hyper-V.</div><p> (iv) shall communicate to all levels both in English and in Cantonese; and proficient in English and technical writing.<br><br></p>",2023-05-05 10:15:10.973
86d34d54494e6391,86d34d54494e6391,indeed,Development Engineering - Digital Business Services," <div>  <ul>   <li>Bachelor’s degree with major or minor in computer science or a related field, or equivalent experience</li>    <li>Minimum of 3 years’ experience after university bachelor degree</li>    <li>Qualification in a related business discipline an advantage</li>    <li>Full stack software engineering capability including front-end, middleware, backend</li>    <li>Extensive relevant working experience, involvement in digital wallet or payment industry preferred</li>    <li>Strong analytical, design and problem solving skills; excellent team player with ability to work under pressure with minimal supervision</li>    <li>Strong communication skill in both verbal and written form; capability of delivering effective presentation to teammates and external and internal stakeholders</li>    <li>Commitment to assigned task, attention to details and willing to dedicate efforts</li>  <li>Solid expertise in Java, SQL, Spring, IBM MQ, Rocket MQ, Redis, Kafka, JSON, database design, AWS cloud, Azure cloud, with a strong awareness of emerging technologies and industry standards</li>    <li>Knowledge of architecture disciplines and the ability put the governance into practice, knowledge of industry standards will be an advantage</li>    <li>Experience of working in a DevOps focused environment and working in an Agile Team. Flexible and adaptable in accommodating change of requirement and willing to take new responsibilities when necessary</li>    <li>Knowledge and experience of BDD / TDD</li>    <li>Good understanding of design on micro-service and containerization</li>    <li>Prior experience of large scale API development and management technologies/frameworks</li>    <li>Strong experience delivering scalable solutions in finance industry area</li> <li>Strong experience of infrastructure and application performance analysis and tuning</li>    <li>Familiar with cloud platforms, including auto-scaling and global deployments of application architecture</li>    <li>Proficiency in design/modelling standards such as UML and design patterns</li>    <li>Prior experience in working in a diversified or matrix team structure will be an advantage</li>    <li>Strong understanding of digital product, financial reporting, portfolio management and performance analysis</li>   </ul>",2023-05-13 12:00:51.438
34169b919b39c752,34169b919b39c752,indeed,Design Support Engineer – Automatic Fare Collection Engineering (Smart Mobility),"<ul>       <li>Degree in Engineering / Computer Science/ Information System / Information Technology / Information Management or a related discipline</li>       <li>A minimum of 5 years’ experience in Engineering / Digital Industry / Information Technology or related field</li>       <li>Experience in digital and innovative business or good understanding of e-payment platforms, project management and fault analysis is preferred</li>      </ul> ",2023-05-13 12:00:54.324
0c3e6a883d9ad651,0c3e6a883d9ad651,indeed,Full-stack Engineer (JavaScript),"    <ul>      Minimum of 5 years of experience in Full Stack software development    </ul> Solid experience in Javascript, Typescript and/or HTML5, and CSS3 Familiar with modern frontend frameworks and methodologies (e.g. React, Redux) Experience in API integrations Thrives in a fast-paced environment &amp; distributed technical team setting Keen learner in new technologies    <br> Our client offers a dynamic work environment, human-centric, and employee-empowered culture.   </div>",2023-05-13 12:00:57.684
5769c367bf8e3e75,5769c367bf8e3e75,indeed,Software Engineer – Mobile App,"    <ul>     <li> Degree holder in computer science, information technology or related disciplines</li>     <li> At least three years of professional experience working in React Native mobile applications</li>     <li> Experience with iOS and Android development is a must</li>     <li> Experience in digital payment gateway integrations in Hong Kong and in Asia is a plus</li>     <li> Proficient in written and spoken Cantonese and fluent in English</li>    </ul>   </div>",2023-05-13 12:01:06.529
06a316262d7359d9,06a316262d7359d9,indeed,"Team Lead, Software Engineering","<br> You're a go-getter with mad juggling skills (or multiple hats) who can thrive in a fast-paced, agile environment <br>You enjoy doing purpose-led and meaningful work <br>You have a strong thirst for knowledge and are driven to find solutions that don't exist yet <br>You are comfortable with ambiguity and extremely resourceful (in your past life, you could've been a detective) <br>You always find a way to get things done without sacrificing the quality of your work, integrity, and values <br>No task is off limits for you <br>You are humble and prioritize the success of the team over your own with an eagerness to help those around you <br>You don't shy away from challenges and can bounce back from setbacks <br>Bachelor’s Degree or above in Computer Science, Information Engineering or related disciplines <br>At least 10 years’ relevant experience in software development/ architecture role in designing and developing both customer-facing and in-house software applications and systems. <br>Excellent skills and knowledge in one or more of the following programming languages and frameworks: Ruby on Rails, Go-Lang, Typescript, Python, ReactJS, Node.JS, Google Flutter, Java. <br>Familiar with PostgreSQL, MongoDB, GraphQL, and other SQL or NoSQL databases <br>Industrial experience in delivering advance technology projects such as OCR, Chatbot, Voicebot, eKYC, facial recognition, pattern recognition, image processing, AI, Machine Learning, Deep Learning, Data warehouse, ETL, Big Data, Payment gateway, etc... <br>Strong experience and knowledge in API, system integration, microservices, business reporting, OOP and software engineering concepts and best practices <br>Experience and knowledge in cloud platforms (e.g. AWS, Azure, GCP), modern CI/CD pipeline and tools such as Kubernetes, Docker, GitLab, SonarQube, etc… <br>Proven track record in development and delivery in Agile/Scrum teams <br>Innovative and passionate in emerging technologies and enjoy a start-up environment. <br>Excellent communication skills, analytical skills and problem-solving skills <br>Fluent in verbal and written English and Chinese (Cantonese and Putonghua) <br>",2023-05-13 12:01:28.761
34c545855d22010c,34c545855d22010c,indeed,Web Developer," <ul>  <li> Responsible for end to end application development, rapid prototyping, basic cloud environment configurations and setups.</li>   <li>Responsible for developing MVP app for market validation;</li>   <li>Responsible for technology interfacing of the company's open platform products, providing guidance to customers on using of platform API interfaces, and supporting client integration works;</li>   <li>Develop technical specification/guide for the company's software products, maintain the API interface documentation;</li>   <li>Customize client solutions combining company's and/or partners' products, translate and communicate with product and research, development and testing teams on the solution requirements.</li>  </ul>",2023-05-13 12:01:46.547
32cce804901dbe62,32cce804901dbe62,indeed,"Software Developer, Innovative Technology (Finance/Banking)"," <ul>     <li> Bachelor's degree in IT, Computer Science, or related Engineering discipline</li>     <li> 3-5+ years of working experience in Banking or Finance systems (Asset Management, Front Office Trading, Payment Solution, etc.)</li>     <li> Expertise with Java or C# with Microservices and APIs related development Good at building Automation tools</li>     <li> Familiar with Linux, Scripting, SQL, Docker, Oracle, NoSQL, Kafka, AWS, Kubernetes, Jenkins, Maven, or any other related tools</li>     <li> Knowledge of FIX Protocol, FX, Options, and StructuredProducts</li>     <li> Analytical mindset, capable to review and evaluate the pros and cons of new technologies</li>     <li> Candidates with 8-10+ experience will be considered as Vice Presidentor Lead position</li>    </ul>   </div>",2023-05-13 12:01:51.999
b1f936eb007bcc0b,b1f936eb007bcc0b,indeed,JavaScript Developer (Fullstack/ Backend/ Frontend),"<div>    <ul>      Minimum of 5 years of experience in Full Stack software development    </ul> Less experienced candidates will be considered Junior Developer Solid experience in Javascript, Typescript and/or HTML5, and CSS3 Familiar with modern frontend frameworks and methodologies (e.g. React, Redux) Thrives in a fast-paced environment &amp; distributed technical team setting Keen learner in new technologies   </div>",2023-05-13 12:02:00.133
c8b98a77e8e5b4e4,c8b98a77e8e5b4e4,indeed,"Analyst Programmer/ Programmer, Digital","<div> <ul>  <li><br> Higher Diploma or above in Computer Science, Computing, Information Technology or related disciplines</li>  <li><br> Familiar with Web development or Mobile development</li>  <li><br> Familiar with programming tools and databases</li>  <li><br> Capable to perform development by using Java / .Net / react.js / node.js</li>  <li><br> Good technical and analytical skills, self-motivated and able to work under pressure.</li>  <li><br> Good command of written and spoken English and Chinese</li> </ul></div>",2023-05-13 12:02:51.395
